ID,TITLE / NAME,PLACE,"PLACE OF COLLECTION
(tables.stopovers.name)",ALTERNATIVE TITLE / NAME,ENGLISH TRANSLATION,"FIRST AUTHOR
(tables.persons.name)","SECOND AUTHOR
(tables.persons.name)","TRANSLATED BY
(table.persons.name)","EDITED BY
(tables.persons.name)",KIND OF SOURCES,MEDIUM,MEASURES / QUANTITY / FORMAT,LANGUAGE,YEAR / DATE,PUBLISHER / PRINTER,COORDINATES DD,PERIOD,"MAIN LOCAL INSTITUTION INVOLVED
(tables.institutions.name)","MAIN LOCAL PERSON INVOLVED / DONOR
(tables.persons.name)","SECONDARY LOCAL PERSON INVOLVED / DONOR
(tables.persons.name)","AUSTRIAN INSTITUTIONS INVOLVED
(tables.institutions.name)","OTHER PERSONS INVOLVED
(tables.persons.name)","NOVARA SCIENTIST INVOLVED
(tables.persons.name)",COLLECTING MODE,"CURRENT OWNER
(tables.institutions.name)",COLLECTION,SHELFMARK,DIGITAL VERSION,IMAGE,DESCRIPTION,REFERENCE (English edition),QUOTATIONS,QUOTATIONS ORDER,RESOURCES,RESOURCES LINKS,latitude,longitude
73,"Puji pujian dan tahlil, yang dinyanyikan pada Kutika sumbahyang",SINGAPORE,Singapore,,Hymns and commandments to be sung during the holy celebration,,,,,"Printed source, Religious text",Paper,N.A.,Malay,1855,"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry ,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),66120-A NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ224432406,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
74,Kitāb inǧīl al-qudus,SINGAPORE,Singapore,,Bible,,,,,"Litography, Religious text",Paper,N.A.,"Malay, 
in Arabic alphabet",1847 [?],"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry ,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Magazin Josefsplatz (ALT-MAG),71993-B ALT MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ156877902,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
75,Bahwā Īni. Kitāb dari-ḥāl ṭabaʿat ǧenis[-ǧenis] 2 keǧādian,SINGAPORE,Singapore,,Natural Philosophy in Malay,,,,,"Printed source, Philosophy",Paper,142 p.,"Malay, 
in Arabic alphabet",1848,"Sīṅāpūrā : Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry ,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Magazin Josefsplatz (ALT-MAG),66121-A ALT MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ156924102,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
76,Kitab pulajaran bahasa malayu,SINGAPORE,Singapore,,Book for learning the Malay language,,,,,"Printed source, Character-learning text, Grammar",Paper,Parts 1-2,"English,
Malay",1847,"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry ,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Magazin Josefsplatz (ALT-MAG),66123-A ALT MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ156924205,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
77,"The Ten Commandments, Lord's Prayer and Creed: 
With a Summary of the Principal Doctrines of the Gospel; 
and a Few Forms of Prayer",SINGAPORE,Singapore,,,,,,,"Printed source, Religious text",Paper,N.A.,"English,
Malay in Arabic 
and latin alphabet",1829,"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry ,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Prunksaal (ALT-PRUNK),1.M.86 ALT PRUNK,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ150803908,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
78,Inǧīl al-qudus ... Matyūs,SINGAPORE,Singapore,,The Gospel of Matthew,,,,,"Printed source, Religious text",Paper,136 p.,Malay,1829,"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry ,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Prunksaal (ALT-PRUNK),1.M.65 ALT PRUNK,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ150106602,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
79,The Journal of the Indian Archipelago and Eastern Asia,SINGAPORE,Singapore,,,,,,James Richardson Logan,"Printed source, Periodical, Natural sciences",Paper,9 volumes,English,1847-1855,"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,,,Kaiserlich-Königliche Hofbibliothek,,,N.A.,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Magazin Josefsplatz (ALT-MAG),"219523-B.1.1847 ALT MAG
219523-B.2.1848 ALT MAG
219523-B.3.1849 ALT MAG
219523-B.4.1850 ALT MAG
219523-B.5.1851 ALT MAG
219523-B.6.1852 ALT MAG
219523-B.7.1853 ALT MAG
219523-B.8.1854 ALT MAG
219523-B.9.1855 ALT MAG","http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299008 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299100 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299203 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299306 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299409 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299501 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299604 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ201299707 

http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ20129980X ",,,"II, 161","""[...] while the ""Journal of the Indian Archipelago,"" which has been for many years so ably and 
carefully conducted by the well-known and widely-famous J. H. [actually Richardson] Logan 
(brother of the editor of the ""Press""), is a veritable mine of information for the naturalist, who 
wishes to make the history of the Indian Archipelago and its inhabitants the object of his study. 
It contains exceedingly useful data for extending our knowledge of these very remarkable 
countries, susceptible as they are of such extraordinary development."" [II, 161]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
80,Historia Fisica y Politica de Chile (etc.),SANTIAGO,Santiago,,,"Claudio Gay Mouret
(1800-1873)",,,,"Printed source, Encyclopedic compendium",Paper,24 volumes,Spanish,1844-1854,"Fain y Thunot,
Paris","-33.44226968841936, -70.65393304431521",April-May 1859,,"Don Manuel Montt
(President of the Chilean Republic)",,Kaiserlich-Königliche Hofbibliothek,,Karl von Scherzer,Donated,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Magazin Josefsplatz (ALT-MAG),"from 
114363-B.1 ALT MAG
to
114363-B.24 ALT MAG","http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ20432600X 
to
http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ204328305 ",,,"III, 297-298, 304-305","""The well-known costly work in 24 volumes, describing the physical and political history of Chile, 
was composed by a Frenchman named Claudio Gay,* the expense of printing it in Paris being 
borne by the Government. [*""Historia fisica y politica de Chile, segun documentos adquiridos en
esta Republica durante doze anos de residencia en ella, y publicado bajo los auspicios del supremo
Gobierno por Claudio Gay, &c, Paris, 1844,8vo.;"" besides two large quarto volumes, ""Atlas de la 
historia fisica y politica de Chile.""]. [...] Don Manuel [...] in token of the interest he took in the objects of the Expedition, presented 
a copy of Gay's splendid work, [...]."" [III, 297-298, 304-305]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","

G. Abbattista, ""Brazilian and Chilean publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 168.",,-33.44226968841936, -70.65393304431521
81,"Letters on the Nicobar Islands, Their Natural Productions
and the Manners, Customs, and Superstitions of the Natives
With an Account of an Attempt Made
by the Church of the United Brethren
to Convert Them to Christianity (etc.)",CAPE COLONY,Genadendal,,,Johann Gottfried Haensel,"Christian Ignatius Latrobe
(1758-1836)",,,"Printed source, Correspondence, Botany, Natural sciences, Colonisation",Paper,78 p.,English,1812,"Printed for the editor,
London","-34.03414864810641, 19.55775602362826",October 1857,Moravian Brothers Mission,Rudolph Ferdinand Roser,,,,,Donated,N.A.,,,https://babel.hathitrust.org/cgi/pt?id=uc1.31822038214904&seq=7,,,"I, 240-241","""As we were preparing for our departure, Dr. Roser unexpectedly packed up a number of objects 
of natural history and scientific interest, which he kindly presented to the Imperial expedition 
as a souvenir of Genaaden Dal. Besides these, there were also given to us two valuable little 
books,—one a small work upon the Nicobar Islands, written about the beginning of 
this century by a Moravian brother of the name of Gottfried Hensel; [...]."" [I, 204-241]",,"""Christian Ignatius Latrobe"" in Wikipedia

""Roser, Reverend D Rudolph Ferdinand"" in S2A3 Biographical Database of Southern African Science","https://en.wikipedia.org/wiki/Christian_Ignatius_Latrobe 

https://www.s2a3.org.za/bio/Biograph_final.php?serial=2398 ",-34.03414864810641, 19.55775602362826
82,"Naturhistorische und medicinische Beobachtungen
über Gnadenthal in Süd-Afrika",CAPE COLONY,Genadendal,,,Rudolph Ferdinand Roser,"Wilhelm von Rapp
(1784-1868)",,,"Printed source, Medicine, Natural history, Essay",Paper,49 p.,German,1856,Tübingen,"-34.03414864810641, 19.55775602362826",October 1857,Moravian Brothers Mission,Rudolph Ferdinand Roser,,,,,Donated,N.A.,,,https://books.google.it/books?id=e1NPAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,"I, 240-241","""As we were preparing for our departure, Dr. Roser unexpectedly packed up a number of objects 
of natural history and scientific interest, which he kindly presented to the Imperial expedition 
as a souvenir of Genaaden Dal. Besides these, there were also given to us two valuable little 
books,—[...] the other a treatise composed by the excellent Dr. Roser himself, upon the 
pharmaceutics and natural history of Genaaden Dal."" [I, 204-241]",,"""Roser, Reverend D Rudolph Ferdinand"" in S2A3 Biographical Database of Southern African Science

""Rapp, Wilhelm von"" in Deutsche Biographie","https://www.s2a3.org.za/bio/Biograph_final.php?serial=2398 

https://www.deutsche-biographie.de/sfz75619.html#adbcontent ",-34.03414864810641, 19.55775602362826
83,"Luzonia, ò sea Los Genios del Pasig",MANILA,Manila,,,Joachín Fonseca (Friar),,,,"Manuscript, Poetry",Paper,Fragment,Spanish,,,"14.593415157898178, 120.97484762024169",June 1858,"Santo Domingo Convent, University of St. Thomas",Joachín Fonseca (Friar),,,,,Donated,N.A.,,,,,,"II, 302-303","""[...] Fray Joaquin Fonseca, who also holds the appointment of Professor of Theology in the 
University of St. Thomas, and were presented by him with a copy of an imperfect epic poem 
composed in Spanish, which had for subject the history of the island of Luzon and its inhabitants.* 
Of this interesting fragment we shall pub- lish a translation in another place. *This historical poem
is entitled ""Luzonia, ò sea Los Genios del Pasig."" [II, 303]",,"Rev. Fr. Louie Coronel, O.P.​, The Dominican Mission in the Philippines, in Lay Dominican Fraternities – Dominican Province of the Philippines

""Fonseca, Fray Joaquin"" in Turismo Asturias

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169","https://laydominicansph.weebly.com/dominicansphilippines.html 

https://www.asturias.me/periodismo-divulgacion/c/0/i/54361694/fonseca-fray-joaquin ",14.593415157898178, 120.97484762024169
84,"Diccionario Ibanag-Espanol. 
Compuesto en lo antiguo por el R. P. Fr. José Bugarin, 
reducido á mejor forma por el R. P. Fr. Antonio-Lobato de Sto. Tomas (etc.)",MANILA,Manila,,,José Bugarin (Friar),Antonio Lobato de Sto. Tomas (Friar),,Julian Velinchon (Provincial Prior),"Printed source, Dictionary",Paper,N.A.,"Ibanag, Spanish",1854,"Imprenta de los Amigos del Pays,
Manila","14.593415157898178, 120.97484762024169",June 1858,Santo Domingo Convent,Julian Velinchon (Provincial Prior),,Kaiserlich-Königliche Hofbibliothek,,Karl von Scherzer,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),107051-C NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ224457300,,,"II, 303","""Just as we were leaving the Dominican monastery, its worthy Prior begged our acceptance, 
by way of souvenir of our visit, [...] a dictionary of the Ybanac, one of the idioms most extensively 
used throughout the Archipelago."" [II, 303]
""A Carolo Scherzer, Fr. Jul.n Velinchon, Prior Priov.l"" [Handwritten dedication on the title page, 
ÖNB – 107051-C NEU MAG] ",,"G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169",,14.593415157898178, 120.97484762024169
